id,Leaf_score_ratio,Stem_score_ratio,AUDPC_sqrt
LOAL-23,0.46440932156442966,0.4695351267215934,67.78342528134445
LOAL-24,0.5417284894068626,0.621471298702824,94.13772391198579
LOAL-25,0.6270033967143613,0.3880590788274391,92.14419598266142
LOAL-26,0.8358936166752521,0.8168994617860724,157.13071837648363
LOAL-27,0.588231258541183,0.16666666666666666,55.27537350656856
LOAL-28,0.7620125591928186,0.7354784881958795,130.03614108788838
LOAL-3,0.5083145276958974,0.5829861228123724,83.34002004307344
LOAL-30,0.29524917481998536,0.38753993094958566,64.65245997924256
LOAL-31,0.30887289434447923,0.2041241452319315,46.52496862504424
LOAL-32,0.7802398095058056,0.7780568251003492,118.5983555036789
LOAL-33,0.5048635414135194,0.16490291095521506,63.29341190314342
LOAL-34,0.5071339841345772,0.3566531560566657,71.94907631506263
LOAL-35,0.041666666666666664,0.30619966088143796,24.989944717820443
LOAL-36,0.3349982662544799,0.34060920243194537,47.644862580441924
LOAL-37,0.523364067521251,0.5077746249048757,60.04918795697755
LOAL-38,0.5547001962252291,0.6697811566101117,109.21019483234218
LOAL-39,0.19672882639085884,0.34484082794161625,78.39231503096892
LOAL-4,0.736410916216768,0.6197659336873322,113.30408612388365
LOAL-40,0.6324555320336759,0,15.652475842498529
LOAL-41,0.10012444738890715,0.2488865907766063,27.215007424363947
LOAL-42,0.7465427987003023,0.5697383161529802,89.710593105638
LOAL-43,0.7400233327071518,0.7922959792655531,124.95849736003773
LOAL-44,0.48705676298644324,0.5412905999285713,88.27083780042193
LOAL-45,0.7935353958192595,0.8273268353539885,130.5320617542011
LOAL-46,0.11266787637068755,0.17063729341956474,22.159493977308426
LOAL-47,0.29814239699997197,0,36.8932393686311
LOAL-48,0.41339716419870937,0.448891113526286,72.95662903758529
LOAL-49,0.4906362296554071,0.40150809688531547,30.32928071353553
LOAL-5,0.35177073224050676,0.29649773257267925,56.47292387122491
LOAL-50,0.4991441779037082,0.46941609682128765,79.33770848173961
LOAL-52,0.10680132441308043,0.45939110573974534,63.19568370034061
LOAL-53,0,0.08247860988423225,11.992293532375975
LOAL-54,0.6049503483233407,0.6925428166396848,96.68925604216281
LOAL-55,0.3086066999241838,0,38.18813079129866
LOAL-56,0.5477851960505907,0.6030398719550129,99.03680790330388
LOAL-57,0.061796312262150765,0.07142857142857142,10.34995223910953
LOAL-58,0.41541562956448164,0.38170835241307816,59.633962506724274
LOAL-59,0.7621506483021101,0.6391629447700502,110.62783263728971
LOAL-6,0.7071067811865476,0.7071067811865476,124.92784888261066
LOAL-60,0.2832735223700898,0.3578158199201072,48.30716863068248
LOAL-61,0.39949739146504976,0.4280487606970179,71.9145408945455
LOAL-62,0.7809757434745082,0.8779644730092272,150.0329133720872
LOAL-63,0.358841683520116,0.21701425083915496,51.12206401222751
LOAL-64,0.5691551855566367,0.6464101615137754,87.04456257942829
LOAL-65,0.3796546798775391,0.4520905189568709,54.01919953807028
LOAL-66,0.3181713670737801,0.2761698994538766,44.08805108205729
LOAL-67,0.6685213158608863,0.6411968589748669,108.40403437614245
LOAL-68,0.522638201140049,0.6324555320336759,111.9276757457808
LOAL-69,0.34499173545665057,0.6037590941669074,75.77983490399122
LOAL-7,0.6783039671709402,0.733207933147668,95.7534278289729
LOAL-70,0.6571348402636772,0.8412011207047578,121.80791422117449
LOAL-71,0.5622084664746598,0.6177992798267444,113.97555207781065
LOAL-72,0.22360679774997896,0.5,72.44081596662144
LOAL-73,0.6087643241895327,0.6411175434009324,111.79654947815219
LOAL-74,0.07856742013183861,0.17955837819827095,24.748737341529164
LOAL-75,0.16666280108629145,0.4112950354397278,50.99512545394735
LOAL-76,0.6625617650387449,0.6697811566101117,101.31798473809042
LOAL-77,0.16622032082488372,0.22414928109281393,28.35237573025462
LOAL-78,0,0.10798984943120778,13.363062095621219
LOAL-79,0,0.05399492471560389,6.681531047810609
LOAL-8,0.6813154089298896,0.33541019662496846,98.14683104002688
LOAL-80,0.6545642038080077,0.7270835623452684,116.16079520373403
LOAL-81,0.2773500981126146,0.3779644730092272,58.01193511153213
LOAL-82,0.12211518878756468,0.2005237569197354,30.40991237944138
LOAL-83,0.44179900725061994,0.46015038746501213,75.64308039715078
LOAL-84,0.4792137413266793,0.46461561670578394,67.74907179463008
LOAL-85,0.3909777735085219,0.22966074550153787,54.829089837452045
LOAL-86,0.02608202654786505,0,3.2274861218395143
LOAL-87,0.3204977705838748,0.3542140635993844,48.958907795934174
LOAL-88,0.48510354986718274,0.5254719857847893,79.12168155773486
LOAL-89,0.4863924387676672,0.48544078806965213,79.00537943398854
LOAL-9,0.5833378893719386,0.5566185433415212,99.53412136027688
LOAL-90,0.17727167944559247,0.26856513866371257,36.69743187283224
LOAL-91,0.22306538610934884,0.23569679363932278,41.80318397751539
LOAL-92,0.3704258626070077,0.5756688703659447,71.8483706622453
LOAL-93,0.8969899332944054,0.7485697707784148,139.9092306171654
LOAL-94,0.5773268353539885,0.44721359549995793,74.12654887015773
LOAL-95,0.5764362162805836,0.6138396701428479,87.0115900705538
LOAL-97,0.6717694223577985,0.6257580438583392,108.23774554374236
LOAL-98,0.3832025242525497,0.6751133886924597,103.26777896696427
LOAL-99,0.6133938462350906,0.706771122887093,106.82449007473144
